"Ranking","Team","Rating"
162,"MA Lowell",0.5
163,"Maine",0.5
164,"Manhattan",0.5
165,"Marist",0.5
166,"Marquette",0.5
167,"Marshall",0.5
168,"Maryland",0.5
169,"Massachusetts",0.5
170,"McNeese St",0.5
171,"MD E Shore",0.5
172,"Memphis",0.5
173,"Mercer",0.5
174,"Miami FL",0.5
175,"Miami OH",0.5
176,"Michigan",0.5
177,"Michigan St",0.5
178,"Minnesota",0.5
179,"Mississippi",0.5
180,"Mississippi St",0.5
181,"Missouri",0.5
182,"Missouri KC",0.5
183,"Missouri St",0.5
184,"Monmouth NJ",0.5
185,"Montana",0.5
186,"Montana St",0.5
187,"Morehead St",0.5
188,"Morgan St",0.5
189,"Morris Brown",0.5
190,"MS Valley St",0.5
191,"Mt St Mary's",0.5
192,"MTSU",0.5
193,"Murray St",0.5
194,"N Colorado",0.5
195,"N Dakota St",0.5
196,"N Illinois",0.5
197,"N Kentucky",0.5
198,"Navy",0.5
199,"NC A&T",0.5
200,"NC Central",0.5
201,"NC State",0.5
202,"NE Illinois",0.5
203,"NE Omaha",0.5
204,"Nebraska",0.5
205,"Nevada",0.5
206,"New Hampshire",0.5
207,"New Mexico",0.5
208,"New Mexico St",0.5
209,"New Orleans",0.5
210,"Niagara",0.5
211,"Nicholls St",0.5
212,"NJIT",0.5
213,"Norfolk St",0.5
214,"North Carolina",0.5
215,"North Dakota",0.5
216,"North Florida",0.5
217,"North Texas",0.5
218,"Northeastern",0.5
219,"Northern Arizona",0.5
220,"Northern Iowa",0.5
221,"Northwestern",0.5
222,"Northwestern LA",0.5
223,"Notre Dame",0.5
224,"Oakland",0.5
225,"Ohio",0.5
226,"Ohio St",0.5
227,"Okla City",0.5
228,"Oklahoma",0.5
229,"Oklahoma St",0.5
230,"Old Dominion",0.5
231,"Oral Roberts",0.5
232,"Oregon",0.5
233,"Oregon St",0.5
234,"Pacific",0.5
235,"Penn",0.5
236,"Penn St",0.5
237,"Pepperdine",0.5
238,"Pittsburgh",0.5
239,"Portland",0.5
240,"Portland St",0.5
241,"Prairie View",0.5
242,"Presbyterian",0.5
243,"Princeton",0.5
244,"Providence",0.5
245,"Purdue",0.5
246,"Quinnipiac",0.5
247,"Radford",0.5
248,"Rhode Island",0.5
249,"Rice",0.5
250,"Richmond",0.5
251,"Rider",0.5
252,"Robert Morris",0.5
253,"Rutgers",0.5
254,"S Carolina St",0.5
255,"S Dakota St",0.5
256,"S Illinois",0.5
257,"Sacred Heart",0.5
258,"Sam Houston St",0.5
259,"Samford",0.5
260,"San Diego",0.5
261,"San Diego St",0.5
262,"San Francisco",0.5
263,"San Jose St",0.5
264,"Santa Barbara",0.5
265,"Santa Clara",0.5
266,"Savannah St",0.5
267,"SC Upstate",0.5
268,"SE Louisiana",0.5
269,"SE Missouri St",0.5
270,"Seattle",0.5
271,"Seton Hall",0.5
272,"SF Austin",0.5
273,"Siena",0.5
274,"SMU",0.5
275,"South Alabama",0.5
276,"South Carolina",0.5
277,"South Dakota",0.5
278,"South Florida",0.5
279,"Southern Miss",0.5
280,"Southern Univ",0.5
281,"Southern Utah",0.5
282,"St Bonaventure",0.5
283,"St Francis NY",0.5
284,"St Francis PA",0.5
285,"St John's",0.5
286,"St Joseph's PA",0.5
287,"St Louis",0.5
288,"St Mary's CA",0.5
289,"St Peter's",0.5
290,"Stanford",0.5
291,"Stetson",0.5
292,"Stony Brook",0.5
293,"Syracuse",0.5
294,"TAM C. Christi",0.5
295,"TCU",0.5
296,"Temple",0.5
297,"Tennessee",0.5
298,"Tennessee St",0.5
299,"Tennessee Tech",0.5
300,"Texas",0.5
301,"Texas A&M",0.5
302,"Texas St",0.5
303,"Texas Tech",0.5
304,"TN Martin",0.5
305,"Toledo",0.5
306,"Towson",0.5
307,"Troy",0.5
308,"Tulane",0.5
309,"Tulsa",0.5
310,"UTRGV",0.5
311,"TX Southern",0.5
312,"UAB",0.5
313,"UC Davis",0.5
314,"UC Irvine",0.5
315,"UC Riverside",0.5
316,"UCF",0.5
317,"UCLA",0.5
318,"ULL",0.5
319,"ULM",0.5
320,"UMBC",0.5
321,"UNC Asheville",0.5
322,"UNC Greensboro",0.5
323,"UNC Wilmington",0.5
324,"UNLV",0.5
325,"USC",0.5
326,"UT Arlington",0.5
327,"UT San Antonio",0.5
328,"Utah",0.5
329,"Utah St",0.5
330,"Utah Valley",0.5
331,"UTEP",0.5
332,"Utica",0.5
333,"VA Commonwealth",0.5
334,"Valparaiso",0.5
335,"Vanderbilt",0.5
336,"Vermont",0.5
337,"Villanova",0.5
338,"Virginia",0.5
339,"Virginia Tech",0.5
340,"VMI",0.5
341,"W Carolina",0.5
342,"W Illinois",0.5
343,"WKU",0.5
344,"W Michigan",0.5
345,"W Salem St",0.5
346,"W Texas A&M",0.5
347,"Wagner",0.5
348,"Wake Forest",0.5
349,"Washington",0.5
350,"Washington St",0.5
351,"Weber St",0.5
352,"West Virginia",0.5
353,"WI Green Bay",0.5
354,"WI Milwaukee",0.5
355,"Wichita St",0.5
356,"William & Mary",0.5
357,"Winthrop",0.5
358,"Wisconsin",0.5
359,"Wofford",0.5
360,"Wright St",0.5
361,"Wyoming",0.5
362,"Xavier",0.5
363,"Yale",0.5
364,"Youngstown St",0.5
