"Ranking","Team","Rating"
95,"Monmouth NJ",1.10032443764478
96,"G Washington",1.09251276223092
97,"Louisiana Tech",1.08109804373007
98,"Boston College",1.07878030503464
99,"Rutgers",1.07113305196354
100,"George Mason",1.0547212384502
101,"Boise St",1.05377511225471
102,"Akron",1.04888140055951
103,"Valparaiso",1.047535873223
104,"Fresno St",1.03382137385314
105,"Oakland",1.01822319126555
106,"Arizona St",1.01015927101437
107,"Massachusetts",1.0069990616649
108,"Princeton",1.00425079700825
109,"Loyola-Chicago",0.999847028410586
110,"New Mexico St",0.996132729211915
111,"DePaul",0.995107997251945
112,"Old Dominion",0.993154968133553
113,"Missouri",0.990812100467802
114,"San Francisco",0.975393630740121
115,"Ohio",0.96601980365291
116,"Towson",0.960065008009059
117,"Tulsa",0.956172440994922
118,"Missouri St",0.943710264906736
119,"Marshall",0.925234146618638
120,"Santa Clara",0.92045561184277
121,"La Salle",0.918421103158123
122,"Iona",0.916560713810327
123,"FL Gulf Coast",0.912277863464124
124,"New Mexico",0.912104630318374
125,"Kent",0.905146439332416
126,"Furman",0.896489750463273
127,"St Peter's",0.881686667978574
128,"Lehigh",0.871864500167624
129,"Troy",0.862531475210829
130,"Belmont",0.860300261198283
131,"Rice",0.858977050651272
132,"Toledo",0.858798969140096
133,"Utah St",0.852100792305558
134,"East Carolina",0.849575825578284
135,"Arkansas St",0.845529421357355
136,"CS Bakersfield",0.844698486794956
137,"Chattanooga",0.843681291187932
138,"Wyoming",0.833367521943547
139,"UNC Greensboro",0.82666522098279
140,"Elon",0.818966036011572
141,"Georgia St",0.818860616037248
142,"Winthrop",0.817192396498771
143,"Albany NY",0.8088135640844
144,"Northeastern",0.805475601636417
145,"S Illinois",0.802194656891264
146,"LSU",0.791741218924805
147,"Evansville",0.782820421452678
148,"Samford",0.780831839211663
149,"UNC Asheville",0.780160442763897
150,"UAB",0.774625857033197
151,"W Michigan",0.773458847535174
152,"Harvard",0.771785244253095
153,"UC Irvine",0.769632058698962
154,"Washington",0.768375742710735
155,"Buffalo",0.763710803456979
156,"St Joseph's PA",0.763632157587579
157,"Wofford",0.762231977722962
158,"Indiana St",0.757183332066124
159,"ULL",0.742949534725776
160,"Siena",0.741002153382294
161,"Washington St",0.740903651842479
162,"Grand Canyon",0.738631824968456
163,"Ball St",0.737007433363572
164,"IPFW",0.734469627619057
165,"Northern Iowa",0.727023768505187
166,"N Kentucky",0.726203910696762
167,"Fordham",0.723710228174759
168,"William & Mary",0.721979406446432
169,"Canisius",0.705754335069529
170,"Mercer",0.698616430633147
171,"Hofstra",0.696554306196421
172,"Yale",0.691042882007382
173,"South Dakota",0.688630551396426
174,"UTEP",0.6828174203714
175,"Wright St",0.68070636711621
176,"Texas St",0.677823683893875
177,"Lipscomb",0.677230570958588
178,"Penn",0.67653928918744
179,"E Michigan",0.675275084319714
180,"Duquesne",0.668916111984604
181,"Montana",0.66375529228218
182,"NE Omaha",0.66054879899033
183,"Tennessee St",0.660458911901714
184,"Loy Marymount",0.658343098851035
185,"Boston Univ",0.658274215614333
186,"NC Central",0.649309987006274
187,"Ga Southern",0.643853433505137
188,"Utah Valley",0.642014946027838
189,"WI Green Bay",0.637308600239455
190,"Jacksonville St",0.629086423293354
191,"S Dakota St",0.627903958243172
192,"Weber St",0.624176743510447
193,"Tulane",0.623679825192989
194,"Murray St",0.616301135282902
195,"Air Force",0.615996602080847
196,"Coastal Car",0.609919007840524
197,"Mt St Mary's",0.608747189464779
198,"Gardner Webb",0.604846715566816
199,"North Dakota",0.604089048950152
200,"N Dakota St",0.600204229966213
201,"Pacific",0.598890480817961
202,"James Madison",0.597604737790617
203,"E Washington",0.596594035369571
204,"Oregon St",0.594207646483238
205,"Rider",0.593925089395795
206,"Bradley",0.591958562037621
207,"Stony Brook",0.591708772488211
208,"Denver",0.588367746349483
209,"UNLV",0.584617042066245
210,"N Illinois",0.583191046301778
211,"Navy",0.581445462350527
212,"San Jose St",0.57703717653598
213,"New Hampshire",0.568814585064931
214,"IUPUI",0.566166468128838
215,"WKU",0.563506285298535
216,"UMBC",0.556666240029086
217,"Portland",0.555851109252682
218,"Holy Cross",0.548791849807146
219,"Oral Roberts",0.547216978503008
220,"Fairfield",0.539426552668937
221,"St Louis",0.539301907773582
222,"Drake",0.538956985074051
223,"Army",0.536768574006746
224,"UC Davis",0.536109498139947
225,"WI Milwaukee",0.532258517706741
226,"TN Martin",0.530089854641072
227,"UT San Antonio",0.522489704911231
228,"IL Chicago",0.521412356560371
229,"Ark Little Rock",0.519893435301945
230,"South Florida",0.518907278350261
231,"Charlotte",0.518383539184468
232,"San Diego",0.517451635228658
233,"C Michigan",0.515807872296266
234,"Morehead St",0.514933909492192
235,"South Alabama",0.504111521950254
236,"SE Missouri St",0.503428970770378
237,"Tennessee Tech",0.502009352212468
238,"Montana St",0.49920342613486
239,"Niagara",0.499183755279985
240,"Long Island",0.496443956806629
241,"Bowling Green",0.496201102385595
242,"Drexel",0.492440805836073
243,"Missouri KC",0.492353038116823
244,"Hawaii",0.490718398678543
245,"E Illinois",0.480669255239397
246,"SF Austin",0.471952401662595
247,"Florida Intl",0.47051385392267
248,"Idaho",0.469728472091187
249,"Cleveland St",0.469621319098991
250,"Wagner",0.468702427668015
251,"Liberty",0.466148887270178
252,"Robert Morris",0.465250670657322
253,"TX Southern",0.458251955823274
254,"TAM C. Christi",0.458246199178729
255,"ULM",0.457840610462676
256,"Columbia",0.457454231397983
257,"Loyola MD",0.45652656065967
258,"Long Beach St",0.456126146727267
259,"Colgate",0.454187653140988
260,"Miami OH",0.453474423827768
261,"New Orleans",0.452889685935156
262,"St Francis PA",0.450437517044234
263,"North Florida",0.445135805070582
264,"SC Upstate",0.443985063551594
265,"Kennesaw",0.442973445559831
266,"Youngstown St",0.440701933415314
267,"Quinnipiac",0.44046402070668
268,"Portland St",0.435007114912006
269,"Manhattan",0.433424143613038
270,"NJIT",0.433346099961887
271,"FL Atlantic",0.433159377732863
272,"Delaware",0.430441853812578
273,"SE Louisiana",0.427261079329406
274,"CS Fullerton",0.417420243769845
275,"Lamar",0.414630906506587
276,"Sam Houston St",0.411231120659105
277,"E Kentucky",0.406708433262391
278,"Appalachian St",0.402295428422099
279,"F Dickinson",0.4011663914232
280,"Houston Bap",0.398111749959697
281,"CS Northridge",0.391786615341025
282,"Bryant",0.391352381341143
283,"Cornell",0.388316678722356
284,"American Univ",0.388074194486186
285,"MA Lowell",0.383771375393262
286,"Brown",0.382976859078017
287,"High Point",0.381851901815517
288,"Sacred Heart",0.379667776132289
289,"Pepperdine",0.368953742147502
290,"Seattle",0.365103019886945
291,"Detroit",0.3648117680059
292,"Jacksonville",0.361164090320253
293,"Campbell",0.354910879818473
294,"North Texas",0.353490017905485
295,"Citadel",0.353039015260668
296,"Marist",0.352841590600858
297,"N Colorado",0.344136347936273
298,"Radford",0.342422739287898
299,"Cal Poly SLO",0.341207656232001
300,"Dartmouth",0.339628227734178
301,"CS Sacramento",0.339539534830474
302,"Southern Miss",0.325790350902574
303,"MD E Shore",0.323666162887387
304,"Austin Peay",0.323481003162833
305,"Cent Arkansas",0.319523610358461
306,"Binghamton",0.317482388283913
307,"Norfolk St",0.31714212218456
308,"UTRGV",0.313884527847484
309,"Northern Arizona",0.312368085620366
310,"UC Riverside",0.303595615185768
311,"Edwardsville",0.300668262457013
312,"W Illinois",0.297243243046278
313,"Hampton",0.295697865950652
314,"Charleston So",0.294936490865316
315,"Hartford",0.292986724459122
316,"Southern Univ",0.292579340803904
317,"Incarnate Word",0.288620620788529
318,"VMI",0.28750704972068
319,"Abilene Chr",0.285275416847347
320,"Southern Utah",0.278716089380838
321,"Stetson",0.276081868639824
322,"Santa Barbara",0.272653602069156
323,"Maine",0.270397281489691
324,"W Carolina",0.268407165179123
325,"Northwestern LA",0.266706296264842
326,"Alcorn St",0.262264783864153
327,"Howard",0.261926608122372
328,"Prairie View",0.258589285846368
329,"Lafayette",0.257132191324717
330,"Chicago St",0.256840814250191
331,"Delaware St",0.255047771887091
332,"Morgan St",0.254917637223381
333,"Nicholls St",0.251475086591734
334,"Jackson St",0.248195225178749
335,"Idaho St",0.233996553449986
336,"Central Conn",0.223675875126615
337,"McNeese St",0.211639774486045
338,"St Francis NY",0.207989019884169
339,"Grambling",0.205874348485079
340,"Savannah St",0.204806198539699
341,"Bethune-Cookman",0.199149636149881
342,"NC A&T",0.19776254074749
343,"S Carolina St",0.189955648484483
344,"Florida A&M",0.178547918649844
345,"Alabama St",0.168779200699022
346,"Longwood",0.157124235954388
347,"Coppin St",0.154884678191179
348,"MS Valley St",0.140361549473516
349,"Ark Pine Bluff",0.136050756228126
350,"Presbyterian",0.128783410638588
351,"Alabama A&M",0.105155035574239
352,"Alliant Intl",0
353,"Armstrong St",0
354,"Augusta",0
355,"Birmingham So",0
356,"Brooklyn",0
357,"Centenary",0
358,"Hardin-Simmons",0
359,"Morris Brown",0
360,"NE Illinois",0
361,"Okla City",0
362,"Utica",0
363,"W Salem St",0
364,"W Texas A&M",0
